Case Name,Level,Num Nodes,Num Edges,All Mean Degree,All Std Degree,All Min Degree,All Max Degree,Num Non-Controller,Non-Controller Mean Degree,Non-Controller Std Degree,Non-Controller Min Degree,Non-Controller Max Degree,Num Controller,Controller Mean Degree,Controller Std Degree,Num Non-Controller with Controller Connection,Non-Controller to Controller Mean Degree,Non-Controller to Controller Std Degree,Non-Controller to Controller Min Degree,Non-Controller to Controller Max Degree,Object Mean Degree,Surface Mean Degree,Interior Mean Degree
rope_0001,0,2012,55835,27.4747,3.5804,24,51,2002,27.4446,3.5438,24,51,10,33.5000,5.3339,85,0.3362,1.7124,0,10,27.2462,25.8125,30.9452
