Case Name,Level,Num Nodes,Train Frame Num,Train Chamfer Error,Test Frame Num,Test Chamfer Error
single_clift_cloth_1,3,1630,55,0.007810545272447846,24,0.01914237334858626
single_clift_cloth_1,AVG,N/A,N/A,0.005245088301175697,N/A,0.011961659945275944
double_stretch_sloth,0,6487,133,0.005200421668701154,58,0.006002425400797149
double_stretch_sloth,1,4089,133,0.010775565582894742,58,0.010668780927642667
double_stretch_sloth,2,2570,133,0.02242542456317329,58,0.018960818343249888
double_stretch_sloth,3,1656,133,0.030680904087883636,58,0.023199378496742452
double_stretch_sloth,AVG,N/A,N/A,0.017270578975663205,N/A,0.014707850792108039
single_lift_rope,0,2148,34,0.0035992314395330407,15,0.0063142058749993644
single_lift_rope,1,1358,34,0.004279805545914261,15,0.005603463109582663
single_lift_rope,2,860,34,0.005263778449529234,15,0.009935617602119843
single_lift_rope,3,542,34,0.0062385825166369185,15,0.009551487273226182
single_lift_rope,AVG,N/A,N/A,0.004845349487903364,N/A,0.007851193464982012
double_lift_cloth_1,0,4742,80,0.003129770667874254,35,0.0051864018663764
double_lift_cloth_1,1,3007,80,0.0052883976604789495,35,0.016221648933632035
double_lift_cloth_1,2,1884,80,0.006768249359447509,35,0.01679601597466639
double_lift_cloth_1,3,1166,80,0.008269011328229681,35,0.024951441878718988
double_lift_cloth_1,AVG,N/A,N/A,0.005863857254007598,N/A,0.015788877163348453
single_lift_sloth,0,6895,58,0.0033190061663405904,26,0.010789243701415567
single_lift_sloth,1,4378,58,0.00446799520306803,26,0.01030545885889576
single_lift_sloth,2,2731,58,0.005921630887314677,26,0.01483877028266971
single_lift_sloth,3,1722,58,0.007991559257538155,26,0.017904293902504902
single_lift_sloth,AVG,N/A,N/A,0.005425047878565363,N/A,0.013459441686371483
single_lift_cloth_4,0,8185,119,0.009025870395839965,52,0.024087287306499023
single_lift_cloth_4,1,5166,119,0.011703110456529284,52,0.03975633055401536
single_lift_cloth_4,2,3245,119,0.009745815541876965,52,0.021655769373935003
single_lift_cloth_4,3,2006,119,0.01179351401710961,52,0.03176855084557946
single_lift_cloth_4,AVG,N/A,N/A,0.010567077602838957,N/A,0.02931698452000721
weird_package,0,4532,26,0.011549227906820865,12,0.025326528896888096
weird_package,1,2867,26,0.02256252491273559,12,0.0337245788735648
weird_package,2,1807,26,0.03759805507098253,12,0.04060554473350445
weird_package,3,1102,26,0.04747232200148014,12,0.04163301487763723
weird_package,AVG,N/A,N/A,0.02979553247300478,N/A,0.03532241684539865
single_lift_cloth,0,7793,120,0.014651226991554722,52,0.03363600058051256
single_lift_cloth,1,4892,120,0.01516635031051313,52,0.028130225658130188
single_lift_cloth,2,3084,120,0.017401032743509858,52,0.02517908815151224
single_lift_cloth,3,1946,120,0.020813332598966856,52,0.024211331037804484
single_lift_cloth,AVG,N/A,N/A,0.017007985661136142,N/A,0.027789161356989868
rope_double_hand,0,1753,183,0.005928595985484416,80,0.006702822411898524
rope_double_hand,1,1123,183,0.008110667716284266,80,0.008350495755439623
rope_double_hand,2,695,183,0.0137809800783101,80,0.013852892897557468
rope_double_hand,3,447,183,0.014183666549439802,80,0.013910967367701232
rope_double_hand,AVG,N/A,N/A,0.010500977582379646,N/A,0.010704294608149211

Layer-wise Average across all cases
Average,0,5386.86,N/A,0.005173,N/A,0.011843
Average,1,3404.95,N/A,0.007459,N/A,0.015840
Average,2,2143.86,N/A,0.010424,N/A,0.018280
Average,3,1349.05,N/A,0.013855,N/A,0.021192
